id;imagePath;p1;p2;p3;p4;isCopy
000225.jpg153464;../dlc-2021/lowcolor/clips/images/rus_internalpassport/04.or0007/000225.jpg;374.000000,2618.000000;520.000000,1017.000000;1467.000000,1252.000000;1431.000000,2655.000000;0
000325.jpg137542;../dlc-2021/lowcolor/clips/images/rus_internalpassport/02.or0002/000325.jpg;562.000000,1329.000000;1837.000000,1365.000000;1837.000000,2267.000000;510.000000,2220.000000;0
000049.jpg149159;../dlc-2021/lowcolor/clips/images/rus_internalpassport/04.or0006/000049.jpg;390.000000,1206.000000;1938.000000,1448.000000;2020.000000,2545.000000;308.000000,2499.000000;0
000225.jpg97080;../dlc-2021/lowcolor/clips/images/rus_internalpassport/06.or0003/000225.jpg;199.000000,1427.000000;1914.000000,1406.000000;1935.000000,2651.000000;169.000000,2613.000000;0
000225.jpg223037;../dlc-2021/lowcolor/clips/images/rus_internalpassport/07.or0001/000225.jpg;256.000000,1306.000000;1885.000000,1211.000000;1949.000000,2349.000000;322.000000,2436.000000;0
000325.jpg120023;../dlc-2021/lowcolor/clips/images/rus_internalpassport/02.or0004/000325.jpg;187.000000,1513.000000;1967.000000,1548.000000;1939.000000,2783.000000;174.000000,2753.000000;0
000325.jpg82938;../dlc-2021/lowcolor/clips/images/alb_id/03.or0004/000325.jpg;240.000000,1318.000000;1909.000000,1257.000000;1916.000000,2310.000000;291.000000,2338.000000;0
000125.jpg55742;../dlc-2021/lowcolor/clips/images/est_id/05.or0002/000125.jpg;161.000000,749.000000;958.000000,739.000000;971.000000,1250.000000;154.000000,1252.000000;0
000325.jpg119967;../dlc-2021/lowcolor/clips/images/est_id/05.or0004/000325.jpg;112.000000,1229.000000;1972.000000,1182.000000;1934.000000,2292.000000;206.000000,2358.000000;0
000225.jpg130576;../dlc-2021/lowcolor/clips/images/est_id/04.or0003/000225.jpg;538.000000,1383.000000;1778.000000,1410.000000;1734.000000,2192.000000;530.000000,2147.000000;0
000225.jpg39291;../dlc-2021/lowcolor/clips/images/est_id/06.or0001/000225.jpg;107.000000,418.000000;805.000000,397.000000;816.000000,840.000000;101.000000,850.000000;0
000049.jpg155708;../dlc-2021/lowcolor/clips/images/est_id/04.or0005/000049.jpg;1371.000000,1620.000000;1368.000000,2664.000000;697.000000,2651.000000;727.000000,1608.000000;0
000225.jpg241636;../dlc-2021/lowcolor/clips/images/est_id/01.or0001/000225.jpg;280.000000,1408.000000;1209.000000,1336.000000;1253.000000,1918.000000;339.000000,1993.000000;0
000076.jpg322067;../dlc-2021/lowcolor/clips/images/est_id/00.or0001/000076.jpg;403.000000,1414.000000;2029.000000,1366.000000;2007.000000,2373.000000;459.000000,2372.000000;0
000125.jpg186609;../dlc-2021/lowcolor/clips/images/est_id/04.or0004/000125.jpg;148.000000,1326.000000;1797.000000,1301.000000;1822.000000,2354.000000;136.000000,2375.000000;0
000225.jpg233995;../dlc-2021/lowcolor/clips/images/est_id/01.or0003/000225.jpg;559.000000,1615.000000;1775.000000,1624.000000;1767.000000,2391.000000;555.000000,2373.000000;0
000225.jpg119639;../dlc-2021/lowcolor/clips/images/est_id/05.or0003/000225.jpg;312.000000,1483.000000;1813.000000,1432.000000;1842.000000,2363.000000;363.000000,2473.000000;0
000225.jpg85009;../dlc-2021/lowcolor/clips/images/est_id/06.or0002/000225.jpg;64.000000,724.000000;945.000000,737.000000;942.000000,1293.000000;55.000000,1279.000000;0
000225.jpg132766;../dlc-2021/lowcolor/clips/images/est_id/03.or0001/000225.jpg;242.000000,1278.000000;1817.000000,1231.000000;1872.000000,2224.000000;256.000000,2268.000000;0
000401.jpg188463;../dlc-2021/lowcolor/clips/images/est_id/01.or0004/000401.jpg;276.000000,1583.000000;1246.000000,1580.000000;1255.000000,2181.000000;306.000000,2220.000000;0
000125.jpg288373;../dlc-2021/lowcolor/clips/images/est_id/02.or0001/000125.jpg;500.000000,1439.000000;1659.000000,1375.000000;1703.000000,2102.000000;537.000000,2164.000000;0
000325.jpg348829;../dlc-2021/lowcolor/clips/images/est_id/00.or0002/000325.jpg;309.000000,1303.000000;1634.000000,1357.000000;1584.000000,2133.000000;328.000000,2138.000000;0
000325.jpg289717;../dlc-2021/lowcolor/clips/images/est_id/01.or0002/000325.jpg;475.000000,1362.000000;1433.000000,1329.000000;1448.000000,1929.000000;503.000000,1968.000000;0
000225.jpg51103;../dlc-2021/lowcolor/clips/images/est_id/07.or0002/000225.jpg;95.000000,467.000000;999.000000,474.000000;1002.000000,1039.000000;77.000000,1020.000000;0
000225.jpg127670;../dlc-2021/lowcolor/clips/images/est_id/03.or0002/000225.jpg;316.000000,1344.000000;1861.000000,1385.000000;1817.000000,2332.000000;324.000000,2293.000000;0
000401.jpg83132;../dlc-2021/lowcolor/clips/images/est_id/00.or0004/000401.jpg;523.000000,1366.000000;2069.000000,1349.000000;2046.000000,2272.000000;577.000000,2297.000000;0
000076.jpg49935;../dlc-2021/lowcolor/clips/images/est_id/05.or0001/000076.jpg;84.000000,569.000000;991.000000,577.000000;998.000000,1158.000000;54.000000,1141.000000;0
000076.jpg143675;../dlc-2021/lowcolor/clips/images/est_id/00.or0003/000076.jpg;185.000000,1232.000000;1799.000000,1171.000000;1808.000000,2204.000000;231.000000,2211.000000;0
000125.jpg107097;../dlc-2021/lowcolor/clips/images/est_id/04.or0007/000125.jpg;667.000000,2431.000000;788.000000,1347.000000;1466.000000,1319.000000;1406.000000,2477.000000;0
000401.jpg250134;../dlc-2021/lowcolor/clips/images/est_id/02.or0002/000401.jpg;305.000000,1563.000000;1673.000000,1521.000000;1701.000000,2365.000000;353.000000,2420.000000;0
000225.jpg148953;../dlc-2021/lowcolor/clips/images/est_id/04.or0006/000225.jpg;276.000000,1247.000000;1652.000000,1139.000000;1678.000000,2040.000000;200.000000,2084.000000;0
000225.jpg49920;../dlc-2021/lowcolor/clips/images/est_id/07.or0001/000225.jpg;118.000000,471.000000;1004.000000,463.000000;1018.000000,1018.000000;106.000000,1016.000000;0
000325.jpg142338;../dlc-2021/lowcolor/clips/images/aze_passport/05.or0006/000325.jpg;270.000000,1503.000000;2095.000000,1559.000000;1994.000000,2753.000000;307.000000,2688.000000;0
000325.jpg308645;../dlc-2021/lowcolor/clips/images/aze_passport/05.or0002/000325.jpg;486.000000,1587.000000;1533.000000,1607.000000;1533.000000,2347.000000;438.000000,2329.000000;0
000225.jpg204372;../dlc-2021/lowcolor/clips/images/aze_passport/05.or0004/000225.jpg;357.000000,1678.000000;1829.000000,1617.000000;1879.000000,2628.000000;417.000000,2729.000000;0
000076.jpg146385;../dlc-2021/lowcolor/clips/images/aze_passport/04.or0003/000076.jpg;135.000000,1636.000000;1779.000000,1577.000000;1799.000000,2665.000000;230.000000,2731.000000;0
000225.jpg51683;../dlc-2021/lowcolor/clips/images/aze_passport/06.or0001/000225.jpg;116.000000,554.000000;956.000000,563.000000;968.000000,1162.000000;83.000000,1139.000000;0
000325.jpg73115;../dlc-2021/lowcolor/clips/images/aze_passport/07.or0004/000325.jpg;227.000000,1196.000000;2005.000000,1196.000000;2025.000000,2423.000000;248.000000,2462.000000;0
000125.jpg136831;../dlc-2021/lowcolor/clips/images/aze_passport/04.or0005/000125.jpg;1513.000000,1494.000000;1486.000000,2956.000000;450.000000,2921.000000;527.000000,1467.000000;0
000225.jpg296819;../dlc-2021/lowcolor/clips/images/aze_passport/01.or0001/000225.jpg;216.000000,1075.000000;1768.000000,992.000000;1824.000000,2077.000000;278.000000,2162.000000;0
000076.jpg88649;../dlc-2021/lowcolor/clips/images/aze_passport/00.or0001/000076.jpg;119.000000,709.000000;977.000000,689.000000;1032.000000,1276.000000;142.000000,1351.000000;0
000125.jpg142554;../dlc-2021/lowcolor/clips/images/aze_passport/04.or0004/000125.jpg;227.000000,1206.000000;2072.000000,1285.000000;2049.000000,2593.000000;144.000000,2507.000000;0
000076.jpg171322;../dlc-2021/lowcolor/clips/images/aze_passport/01.or0003/000076.jpg;256.000000,1699.000000;1902.000000,1670.000000;1901.000000,2776.000000;312.000000,2808.000000;0
000076.jpg70983;../dlc-2021/lowcolor/clips/images/aze_passport/04.or0001/000076.jpg;66.000000,392.000000;942.000000,396.000000;944.000000,1013.000000;40.000000,1001.000000;0
000225.jpg190103;../dlc-2021/lowcolor/clips/images/aze_passport/05.or0003/000225.jpg;241.000000,1369.000000;1724.000000,1331.000000;1767.000000,2355.000000;274.000000,2429.000000;0
000225.jpg57366;../dlc-2021/lowcolor/clips/images/aze_passport/06.or0002/000225.jpg;70.000000,556.000000;987.000000,564.000000;995.000000,1216.000000;44.000000,1199.000000;0
000076.jpg48495;../dlc-2021/lowcolor/clips/images/aze_passport/04.or0002/000076.jpg;60.000000,468.000000;1000.000000,485.000000;1024.000000,1137.000000;13.000000,1119.000000;0
000076.jpg203303;../dlc-2021/lowcolor/clips/images/aze_passport/05.or0005/000076.jpg;259.000000,1528.000000;1844.000000,1512.000000;1791.000000,2516.000000;330.000000,2560.000000;0
000225.jpg96423;../dlc-2021/lowcolor/clips/images/aze_passport/03.or0001/000225.jpg;75.000000,349.000000;999.000000,325.000000;996.000000,993.000000;63.000000,985.000000;0
000401.jpg258814;../dlc-2021/lowcolor/clips/images/aze_passport/01.or0004/000401.jpg;176.000000,1645.000000;2125.000000,1772.000000;1972.000000,3000.000000;168.000000,2916.000000;0
000225.jpg132822;../dlc-2021/lowcolor/clips/images/aze_passport/02.or0001/000225.jpg;423.000000,1561.000000;1911.000000,1653.000000;1862.000000,2676.000000;374.000000,2672.000000;0
000225.jpg107987;../dlc-2021/lowcolor/clips/images/aze_passport/00.or0002/000225.jpg;85.000000,793.000000;924.000000,786.000000;953.000000,1379.000000;65.000000,1394.000000;0
000325.jpg294920;../dlc-2021/lowcolor/clips/images/aze_passport/01.or0002/000325.jpg;314.000000,1611.000000;1874.000000,1461.000000;1988.000000,2562.000000;417.000000,2710.000000;0
000325.jpg188033;../dlc-2021/lowcolor/clips/images/aze_passport/07.or0002/000325.jpg;220.000000,1024.000000;2043.000000,1045.000000;2023.000000,2327.000000;201.000000,2289.000000;0
000225.jpg110078;../dlc-2021/lowcolor/clips/images/aze_passport/03.or0002/000225.jpg;54.000000,189.000000;1000.000000,199.000000;1020.000000,846.000000;39.000000,846.000000;0
000225.jpg117711;../dlc-2021/lowcolor/clips/images/aze_passport/07.or0003/000225.jpg;110.000000,1241.000000;1891.000000,1173.000000;1915.000000,2410.000000;179.000000,2465.000000;0
000225.jpg250659;../dlc-2021/lowcolor/clips/images/aze_passport/05.or0001/000225.jpg;321.000000,1493.000000;1687.000000,1463.000000;1744.000000,2422.000000;328.000000,2479.000000;0
000225.jpg184969;../dlc-2021/lowcolor/clips/images/aze_passport/04.or0007/000225.jpg;592.000000,2246.000000;779.000000,1119.000000;1580.000000,1071.000000;1477.000000,2303.000000;0
000225.jpg148385;../dlc-2021/lowcolor/clips/images/aze_passport/02.or0002/000225.jpg;231.000000,1306.000000;1900.000000,1393.000000;1874.000000,2551.000000;179.000000,2505.000000;0
000225.jpg152026;../dlc-2021/lowcolor/clips/images/aze_passport/04.or0006/000225.jpg;397.000000,1544.000000;1836.000000,1395.000000;1881.000000,2576.000000;346.000000,2543.000000;0
000076.jpg224820;../dlc-2021/lowcolor/clips/images/aze_passport/07.or0001/000076.jpg;250.000000,1285.000000;1981.000000,1266.000000;1994.000000,2473.000000;271.000000,2485.000000;0
000225.jpg58307;../dlc-2021/lowcolor/clips/images/esp_id/07.or0002/000225.jpg;154.000000,623.000000;866.000000,615.000000;877.000000,1060.000000;146.000000,1064.000000;0
000225.jpg97659;../dlc-2021/lowcolor/clips/images/esp_id/07.or0001/000225.jpg;115.000000,484.000000;899.000000,526.000000;865.000000,1016.000000;102.000000,972.000000;0
000225.jpg87410;../dlc-2021/lowcolor/clips/images/esp_id/02.or0004/000225.jpg;247.000000,1338.000000;1872.000000,1319.000000;1851.000000,2310.000000;293.000000,2357.000000;0
000493.jpg176561;../dlc-2021/lowcolor/clips/images/lva_passport/05.or0006/000493.jpg;216.000000,1617.000000;2166.000000,1651.000000;2108.000000,2943.000000;237.000000,2955.000000;0
000325.jpg458157;../dlc-2021/lowcolor/clips/images/lva_passport/05.or0002/000325.jpg;758.000000,1477.000000;1865.000000,1458.000000;1872.000000,2231.000000;773.000000,2241.000000;0
000325.jpg341751;../dlc-2021/lowcolor/clips/images/lva_passport/05.or0004/000325.jpg;366.000000,1527.000000;1733.000000,1585.000000;1692.000000,2516.000000;340.000000,2481.000000;0
000225.jpg152845;../dlc-2021/lowcolor/clips/images/lva_passport/04.or0003/000225.jpg;184.000000,1312.000000;1763.000000,1237.000000;1820.000000,2292.000000;281.000000,2426.000000;0
000225.jpg110502;../dlc-2021/lowcolor/clips/images/lva_passport/06.or0001/000225.jpg;75.000000,238.000000;1044.000000,219.000000;1056.000000,903.000000;39.000000,892.000000;0
000210.jpg203601;../dlc-2021/lowcolor/clips/images/lva_passport/07.or0004/000210.jpg;228.000000,1217.000000;1960.000000,1038.000000;2044.000000,2268.000000;339.000000,2393.000000;0
000125.jpg211684;../dlc-2021/lowcolor/clips/images/lva_passport/04.or0005/000125.jpg;1497.000000,1500.000000;1474.000000,2845.000000;526.000000,2817.000000;582.000000,1480.000000;0
000325.jpg41352;../dlc-2021/lowcolor/clips/images/lva_passport/01.or0001/000325.jpg;153.000000,576.000000;868.000000,554.000000;882.000000,1064.000000;154.000000,1072.000000;0
000225.jpg56933;../dlc-2021/lowcolor/clips/images/lva_passport/00.or0001/000225.jpg;88.000000,674.000000;978.000000,672.000000;1010.000000,1322.000000;47.000000,1308.000000;0
000049.jpg213030;../dlc-2021/lowcolor/clips/images/lva_passport/04.or0004/000049.jpg;158.000000,1339.000000;1939.000000,1386.000000;1942.000000,2643.000000;105.000000,2614.000000;0
000076.jpg217321;../dlc-2021/lowcolor/clips/images/lva_passport/01.or0003/000076.jpg;273.000000,1318.000000;1878.000000,1350.000000;1825.000000,2476.000000;268.000000,2401.000000;0
000225.jpg102732;../dlc-2021/lowcolor/clips/images/lva_passport/04.or0001/000225.jpg;70.000000,551.000000;948.000000,542.000000;967.000000,1161.000000;62.000000,1166.000000;0
000225.jpg276437;../dlc-2021/lowcolor/clips/images/lva_passport/05.or0003/000225.jpg;201.000000,1263.000000;1885.000000,1228.000000;1911.000000,2386.000000;248.000000,2440.000000;0
000225.jpg131245;../dlc-2021/lowcolor/clips/images/lva_passport/06.or0002/000225.jpg;76.000000,380.000000;1022.000000,384.000000;1033.000000,1053.000000;24.000000,1026.000000;0
000076.jpg93538;../dlc-2021/lowcolor/clips/images/lva_passport/04.or0002/000076.jpg;102.000000,709.000000;970.000000,725.000000;1024.000000,1325.000000;89.000000,1359.000000;0
000076.jpg200101;../dlc-2021/lowcolor/clips/images/lva_passport/05.or0005/000076.jpg;315.000000,1403.000000;1688.000000,1402.000000;1683.000000,2339.000000;344.000000,2349.000000;0
000225.jpg243038;../dlc-2021/lowcolor/clips/images/lva_passport/03.or0001/000225.jpg;216.000000,1209.000000;1955.000000,1236.000000;1902.000000,2406.000000;243.000000,2409.000000;0
000325.jpg151589;../dlc-2021/lowcolor/clips/images/lva_passport/01.or0004/000325.jpg;183.000000,1823.000000;2046.000000,1824.000000;2001.000000,3042.000000;243.000000,3069.000000;0
000225.jpg341079;../dlc-2021/lowcolor/clips/images/lva_passport/02.or0001/000225.jpg;216.000000,1219.000000;1958.000000,1230.000000;1948.000000,2434.000000;235.000000,2445.000000;0
000225.jpg57416;../dlc-2021/lowcolor/clips/images/lva_passport/00.or0002/000225.jpg;105.000000,711.000000;982.000000,690.000000;1014.000000,1334.000000;79.000000,1327.000000;0
000225.jpg46670;../dlc-2021/lowcolor/clips/images/lva_passport/01.or0002/000225.jpg;60.000000,382.000000;1022.000000,420.000000;1017.000000,1088.000000;26.000000,1059.000000;0
000325.jpg270240;../dlc-2021/lowcolor/clips/images/lva_passport/07.or0002/000325.jpg;252.000000,1323.000000;2049.000000,1314.000000;2099.000000,2584.000000;222.000000,2607.000000;0
000049.jpg214556;../dlc-2021/lowcolor/clips/images/lva_passport/03.or0002/000049.jpg;213.000000,1249.000000;1917.000000,1229.000000;1867.000000,2340.000000;324.000000,2368.000000;0
000225.jpg136412;../dlc-2021/lowcolor/clips/images/lva_passport/07.or0003/000225.jpg;332.000000,1327.000000;1865.000000,1302.000000;1900.000000,2386.000000;324.000000,2404.000000;0
000225.jpg445841;../dlc-2021/lowcolor/clips/images/lva_passport/05.or0001/000225.jpg;460.000000,1399.000000;1681.000000,1390.000000;1684.000000,2222.000000;490.000000,2258.000000;0
000076.jpg182250;../dlc-2021/lowcolor/clips/images/lva_passport/04.or0007/000076.jpg;1596.000000,1732.000000;1470.000000,3170.000000;441.000000,3190.000000;564.000000,1643.000000;0
000325.jpg339884;../dlc-2021/lowcolor/clips/images/lva_passport/02.or0002/000325.jpg;282.000000,1243.000000;2009.000000,1224.000000;2033.000000,2445.000000;291.000000,2455.000000;0
000125.jpg192353;../dlc-2021/lowcolor/clips/images/lva_passport/04.or0006/000125.jpg;330.000000,998.000000;2000.000000,1313.000000;1741.000000,2374.000000;185.000000,2210.000000;0
000225.jpg281740;../dlc-2021/lowcolor/clips/images/lva_passport/07.or0001/000225.jpg;93.000000,1080.000000;1922.000000,1074.000000;1918.000000,2339.000000;104.000000,2358.000000;0
000325.jpg379204;../dlc-2021/lowcolor/clips/images/srb_passport/05.or0002/000325.jpg;221.000000,1572.000000;2018.000000,1456.000000;2056.000000,2670.000000;317.000000,2755.000000;0
000210.jpg438762;../dlc-2021/lowcolor/clips/images/srb_passport/01.or0006/000210.jpg;287.000000,1275.000000;2050.000000,1309.000000;1954.000000,2427.000000;380.000000,2346.000000;0
000325.jpg129498;../dlc-2021/lowcolor/clips/images/srb_passport/05.or0004/000325.jpg;285.000000,1580.000000;2080.000000,1647.000000;1962.000000,2777.000000;307.000000,2711.000000;0
000225.jpg147353;../dlc-2021/lowcolor/clips/images/srb_passport/04.or0003/000225.jpg;248.000000,1415.000000;1920.000000,1333.000000;1945.000000,2445.000000;341.000000,2523.000000;0
000076.jpg343627;../dlc-2021/lowcolor/clips/images/srb_passport/06.or0001/000076.jpg;245.000000,1277.000000;1850.000000,1264.000000;1915.000000,2361.000000;235.000000,2410.000000;0
000125.jpg101237;../dlc-2021/lowcolor/clips/images/srb_passport/02.or0003/000125.jpg;206.000000,1265.000000;1951.000000,1243.000000;1994.000000,2453.000000;192.000000,2451.000000;0
000125.jpg220859;../dlc-2021/lowcolor/clips/images/srb_passport/04.or0005/000125.jpg;1639.000000,1116.000000;1634.000000,2682.000000;511.000000,2666.000000;573.000000,1079.000000;0
000225.jpg249628;../dlc-2021/lowcolor/clips/images/srb_passport/01.or0001/000225.jpg;179.000000,1319.000000;1432.000000,1279.000000;1466.000000,2116.000000;224.000000,2188.000000;0
000076.jpg55381;../dlc-2021/lowcolor/clips/images/srb_passport/00.or0001/000076.jpg;100.000000,623.000000;973.000000,620.000000;988.000000,1244.000000;64.000000,1220.000000;0
000225.jpg299276;../dlc-2021/lowcolor/clips/images/srb_passport/04.or0004/000225.jpg;199.000000,1322.000000;2026.000000,1306.000000;2059.000000,2597.000000;154.000000,2583.000000;0
000225.jpg183306;../dlc-2021/lowcolor/clips/images/srb_passport/01.or0003/000225.jpg;226.000000,1324.000000;1690.000000,1300.000000;1717.000000,2297.000000;245.000000,2339.000000;0
000225.jpg82734;../dlc-2021/lowcolor/clips/images/srb_passport/04.or0001/000225.jpg;79.000000,665.000000;964.000000,652.000000;1001.000000,1285.000000;38.000000,1284.000000;0
000225.jpg278844;../dlc-2021/lowcolor/clips/images/srb_passport/05.or0003/000225.jpg;163.000000,1391.000000;1990.000000,1334.000000;2003.000000,2592.000000;198.000000,2603.000000;0
000076.jpg282777;../dlc-2021/lowcolor/clips/images/srb_passport/06.or0002/000076.jpg;141.000000,1148.000000;2069.000000,1150.000000;2026.000000,2424.000000;182.000000,2446.000000;0
000225.jpg99217;../dlc-2021/lowcolor/clips/images/srb_passport/04.or0002/000225.jpg;43.000000,809.000000;991.000000,812.000000;1043.000000,1467.000000;18.000000,1516.000000;0
000225.jpg62845;../dlc-2021/lowcolor/clips/images/srb_passport/03.or0001/000225.jpg;145.000000,301.000000;981.000000,284.000000;988.000000,862.000000;138.000000,860.000000;0
000225.jpg115805;../dlc-2021/lowcolor/clips/images/srb_passport/01.or0005/000225.jpg;369.000000,1795.000000;1904.000000,1847.000000;1798.000000,2779.000000;371.000000,2781.000000;0
000325.jpg182265;../dlc-2021/lowcolor/clips/images/srb_passport/01.or0004/000325.jpg;192.000000,1645.000000;1717.000000,1627.000000;1746.000000,2653.000000;211.000000,2722.000000;0
000225.jpg180013;../dlc-2021/lowcolor/clips/images/srb_passport/02.or0001/000225.jpg;153.000000,1228.000000;1926.000000,1242.000000;1917.000000,2485.000000;117.000000,2429.000000;0
000225.jpg65186;../dlc-2021/lowcolor/clips/images/srb_passport/00.or0002/000225.jpg;81.000000,540.000000;1000.000000,543.000000;1008.000000,1185.000000;50.000000,1168.000000;0
000325.jpg234257;../dlc-2021/lowcolor/clips/images/srb_passport/01.or0002/000325.jpg;344.000000,1460.000000;1544.000000,1485.000000;1540.000000,2305.000000;311.000000,2298.000000;0
000225.jpg60161;../dlc-2021/lowcolor/clips/images/srb_passport/07.or0002/000225.jpg;47.000000,222.000000;1026.000000,218.000000;1026.000000,891.000000;24.000000,879.000000;0
000225.jpg42663;../dlc-2021/lowcolor/clips/images/srb_passport/03.or0002/000225.jpg;81.000000,512.000000;1009.000000,508.000000;1013.000000,1143.000000;68.000000,1137.000000;0
000076.jpg405596;../dlc-2021/lowcolor/clips/images/srb_passport/05.or0001/000076.jpg;130.000000,1250.000000;1866.000000,1029.000000;1974.000000,2194.000000;313.000000,2402.000000;0
000125.jpg236412;../dlc-2021/lowcolor/clips/images/srb_passport/04.or0007/000125.jpg;253.000000,2419.000000;549.000000,976.000000;1589.000000,1210.000000;1212.000000,2698.000000;0
000225.jpg151258;../dlc-2021/lowcolor/clips/images/srb_passport/02.or0002/000225.jpg;266.000000,1170.000000;2077.000000,1128.000000;2119.000000,2400.000000;217.000000,2397.000000;0
000076.jpg189508;../dlc-2021/lowcolor/clips/images/srb_passport/04.or0006/000076.jpg;307.000000,1282.000000;1815.000000,1118.000000;1824.000000,2354.000000;216.000000,2309.000000;0
000225.jpg61988;../dlc-2021/lowcolor/clips/images/srb_passport/07.or0001/000225.jpg;54.000000,327.000000;1036.000000,305.000000;1032.000000,986.000000;54.000000,989.000000;0
000325.jpg83212;../dlc-2021/lowcolor/clips/images/srb_passport/02.or0004/000325.jpg;172.000000,1304.000000;2043.000000,1292.000000;2073.000000,2579.000000;165.000000,2585.000000;0
000325.jpg292868;../dlc-2021/lowcolor/clips/images/grc_passport/05.or0006/000325.jpg;349.000000,1501.000000;2058.000000,1452.000000;2121.000000,2655.000000;391.000000,2745.000000;0
000225.jpg213134;../dlc-2021/lowcolor/clips/images/grc_passport/05.or0002/000225.jpg;285.000000,1332.000000;2068.000000,1261.000000;2142.000000,2524.000000;317.000000,2612.000000;0
000325.jpg152136;../dlc-2021/lowcolor/clips/images/grc_passport/05.or0004/000325.jpg;144.000000,1046.000000;2009.000000,1033.000000;2057.000000,2302.000000;223.000000,2420.000000;0
000076.jpg136505;../dlc-2021/lowcolor/clips/images/grc_passport/04.or0003/000076.jpg;281.000000,1392.000000;1878.000000,1359.000000;1861.000000,2455.000000;337.000000,2482.000000;0
000225.jpg56490;../dlc-2021/lowcolor/clips/images/grc_passport/06.or0001/000225.jpg;113.000000,604.000000;1004.000000,601.000000;1020.000000,1255.000000;84.000000,1241.000000;0
000125.jpg204115;../dlc-2021/lowcolor/clips/images/grc_passport/04.or0005/000125.jpg;1608.000000,1238.000000;1577.000000,2767.000000;458.000000,2703.000000;562.000000,1200.000000;0
000125.jpg167557;../dlc-2021/lowcolor/clips/images/grc_passport/01.or0001/000125.jpg;139.000000,981.000000;1904.000000,974.000000;1879.000000,2203.000000;164.000000,2206.000000;0
000225.jpg186007;../dlc-2021/lowcolor/clips/images/grc_passport/00.or0001/000225.jpg;494.000000,1473.000000;1889.000000,1458.000000;1908.000000,2476.000000;471.000000,2446.000000;0
000049.jpg222158;../dlc-2021/lowcolor/clips/images/grc_passport/04.or0004/000049.jpg;323.000000,1128.000000;1919.000000,1136.000000;1939.000000,2292.000000;249.000000,2250.000000;0
000076.jpg124242;../dlc-2021/lowcolor/clips/images/grc_passport/01.or0003/000076.jpg;381.000000,1689.000000;1851.000000,1707.000000;1784.000000,2642.000000;428.000000,2618.000000;0
000076.jpg89674;../dlc-2021/lowcolor/clips/images/grc_passport/04.or0001/000076.jpg;124.000000,714.000000;1009.000000,784.000000;994.000000,1435.000000;37.000000,1364.000000;0
000076.jpg127320;../dlc-2021/lowcolor/clips/images/grc_passport/05.or0003/000076.jpg;348.000000,1475.000000;2050.000000,1434.000000;2056.000000,2609.000000;393.000000,2649.000000;0
000225.jpg62088;../dlc-2021/lowcolor/clips/images/grc_passport/06.or0002/000225.jpg;79.000000,596.000000;990.000000,598.000000;1000.000000,1262.000000;43.000000,1241.000000;0
000225.jpg136022;../dlc-2021/lowcolor/clips/images/grc_passport/04.or0002/000225.jpg;67.000000,742.000000;942.000000,717.000000;1012.000000,1335.000000;75.000000,1398.000000;0
000076.jpg316541;../dlc-2021/lowcolor/clips/images/grc_passport/05.or0005/000076.jpg;107.000000,1429.000000;1920.000000,1484.000000;1842.000000,2673.000000;127.000000,2684.000000;0
000076.jpg45346;../dlc-2021/lowcolor/clips/images/grc_passport/03.or0001/000076.jpg;113.000000,693.000000;940.000000,639.000000;972.000000,1275.000000;92.000000,1269.000000;0
000401.jpg198087;../dlc-2021/lowcolor/clips/images/grc_passport/01.or0004/000401.jpg;215.000000,1412.000000;2083.000000,1430.000000;2014.000000,2716.000000;274.000000,2621.000000;0
000225.jpg139199;../dlc-2021/lowcolor/clips/images/grc_passport/02.or0001/000225.jpg;359.000000,1837.000000;1699.000000,1806.000000;1716.000000,2741.000000;403.000000,2758.000000;0
000325.jpg198879;../dlc-2021/lowcolor/clips/images/grc_passport/00.or0002/000325.jpg;400.000000,1766.000000;1746.000000,1794.000000;1745.000000,2772.000000;353.000000,2735.000000;0
000325.jpg152516;../dlc-2021/lowcolor/clips/images/grc_passport/01.or0002/000325.jpg;240.000000,1282.000000;2037.000000,1085.000000;2149.000000,2329.000000;404.000000,2535.000000;0
000225.jpg110111;../dlc-2021/lowcolor/clips/images/grc_passport/07.or0002/000225.jpg;56.000000,182.000000;1041.000000,179.000000;1044.000000,881.000000;27.000000,864.000000;0
000125.jpg43238;../dlc-2021/lowcolor/clips/images/grc_passport/03.or0002/000125.jpg;109.000000,375.000000;1027.000000,400.000000;1009.000000,1060.000000;62.000000,1012.000000;0
000225.jpg158766;../dlc-2021/lowcolor/clips/images/grc_passport/00.or0004/000225.jpg;234.000000,1689.000000;1685.000000,1647.000000;1736.000000,2662.000000;264.000000,2742.000000;0
000225.jpg205857;../dlc-2021/lowcolor/clips/images/grc_passport/05.or0001/000225.jpg;142.000000,1329.000000;1879.000000,1260.000000;1950.000000,2482.000000;199.000000,2580.000000;0
000225.jpg171769;../dlc-2021/lowcolor/clips/images/grc_passport/00.or0003/000225.jpg;281.000000,1595.000000;1608.000000,1621.000000;1630.000000,2547.000000;266.000000,2559.000000;0
000225.jpg215920;../dlc-2021/lowcolor/clips/images/grc_passport/04.or0007/000225.jpg;443.000000,2333.000000;714.000000,1081.000000;1568.000000,1305.000000;1463.000000,2521.000000;0
